conservation,"j'ai placé cette banane sous la cloche, parce que c'était nécessaire",fraicheur,fruit,mûr
consumérisme,j'ai acheté cette lime à ongles électrique,consommation,capitalisme,gâchis
construction,j'ai bâti cette maison,bâtiment
confiture,parce que c'est drôle,fruit,sucre
